name,brand,category,price,calories_per_100g,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,ingredients,allergens,organic,gluten_free,description
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",13.55,215,25.1,18.3,38.0,13.7,19.0,353,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",32.32,286,4.2,16.8,33.0,14.0,24.9,247,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",26.23,231,14.2,14.9,19.4,13.3,15.8,936,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",20.48,300,5.3,3.8,37.0,14.9,1.5,448,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",8.48,207,3.9,2.8,16.5,7.8,25.1,52,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",29.44,393,10.0,10.1,19.8,10.2,21.1,823,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",5.05,261,23.3,11.1,27.8,12.3,12.3,185,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",19.38,130,23.8,3.4,33.3,9.9,2.2,320,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",8.35,141,12.4,9.8,34.0,1.1,20.2,309,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",15.17,396,6.2,2.9,47.4,2.0,9.3,184,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",10.07,288,6.4,12.6,45.6,15.5,4.1,767,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",21.82,286,6.4,7.3,35.6,3.2,5.6,441,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",32.68,359,4.3,6.2,36.7,1.4,4.6,350,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",5.07,74,9.5,2.7,30.8,8.9,10.9,745,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",17.21,393,14.3,19.5,40.1,3.4,6.8,394,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",31.92,82,3.5,1.3,5.2,9.1,20.9,404,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",12.04,367,9.7,14.7,10.2,6.4,17.5,423,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",9.35,372,2.7,16.2,23.2,6.4,9.0,176,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",15.48,133,19.5,13.2,39.7,6.1,4.9,904,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",30.94,307,10.2,17.8,9.0,6.7,3.1,998,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",32.20,142,18.5,1.4,49.4,2.9,22.1,287,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",20.41,264,13.3,19.4,44.5,2.5,15.4,760,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",27.96,342,17.5,17.1,19.3,2.0,19.9,411,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",5.04,53,3.8,1.0,15.6,8.7,9.0,342,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",8.55,176,3.9,10.6,39.8,1.2,17.8,164,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",16.12,337,23.0,5.5,37.1,11.3,24.1,958,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",31.72,222,22.7,11.5,16.4,8.9,13.6,1000,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",17.69,384,3.0,1.8,40.3,15.7,20.6,409,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",9.65,216,24.3,12.1,16.5,11.2,19.6,289,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",7.68,309,18.9,1.5,44.5,4.2,9.0,142,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",11.48,120,18.6,3.7,21.7,5.8,18.3,294,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",15.83,442,16.0,3.6,27.6,13.0,13.1,1007,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",17.84,322,7.9,1.5,44.1,11.8,12.8,1023,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",26.88,348,16.3,14.0,26.4,9.6,18.7,507,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",10.17,263,14.6,18.7,46.0,14.1,20.0,706,"natural ingredients","none",false,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",32.68,94,19.3,5.5,17.6,3.8,11.1,605,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",13.78,217,7.1,4.4,46.5,5.5,10.7,948,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",5.76,139,23.4,3.8,28.0,7.4,9.4,503,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",19.55,383,19.8,14.4,26.1,10.8,7.9,358,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",22.23,121,10.5,4.3,46.9,12.6,5.9,568,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",33.48,287,20.0,17.1,7.7,9.1,10.8,783,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",14.07,361,12.0,2.9,49.3,14.2,25.6,1034,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",24.25,407,15.0,16.6,33.4,7.5,20.7,243,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",34.93,126,16.2,6.5,12.6,4.5,14.4,458,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",23.50,358,21.2,2.5,54.4,10.1,9.1,897,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",29.20,275,2.7,6.2,12.9,13.0,23.2,206,"natural ingredients","none",false,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",22.42,367,12.2,3.1,30.9,4.6,18.8,692,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",10.08,426,11.9,13.6,21.8,1.5,11.1,258,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",8.13,302,22.9,5.0,23.8,5.3,20.5,834,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",11.31,83,20.6,17.8,35.1,12.7,4.0,639,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",17.01,160,13.7,13.6,34.1,9.3,23.6,1004,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",23.61,174,13.2,10.2,16.6,5.6,22.9,928,"natural ingredients","none",false,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",9.85,341,10.2,11.0,16.4,7.5,25.4,630,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",28.82,131,8.5,5.2,28.2,8.2,13.5,213,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",18.60,220,9.6,17.6,41.1,13.7,19.4,338,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",30.00,151,13.6,5.0,50.8,10.9,15.0,262,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",29.49,73,2.5,6.8,35.3,9.8,25.9,554,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",21.14,403,16.7,6.4,16.2,11.0,4.1,431,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",10.23,371,16.4,12.8,36.7,15.9,16.9,839,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",27.01,416,8.0,16.0,28.9,11.3,16.8,243,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",31.41,113,12.9,15.5,23.9,6.0,1.2,201,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",11.61,380,20.5,17.1,39.1,8.2,8.8,209,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",6.10,181,14.4,17.9,9.9,11.1,22.0,230,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",7.53,209,8.3,5.3,54.5,5.1,7.8,690,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",13.50,55,11.3,15.6,28.2,4.2,14.0,725,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",10.51,73,5.2,19.2,21.0,13.9,3.7,151,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",30.57,426,25.9,10.0,28.4,7.5,21.7,163,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",8.14,414,13.8,13.3,42.3,8.5,19.6,726,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",12.27,230,9.3,17.2,5.6,1.5,12.3,122,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",13.99,130,13.5,4.6,13.5,12.9,5.2,562,"natural ingredients","none",true,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",17.49,283,5.5,14.5,44.0,1.1,17.3,517,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",18.27,64,11.5,12.6,31.8,7.7,9.7,831,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",15.94,88,24.8,18.2,38.5,10.9,22.9,305,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",33.80,412,21.4,5.5,23.7,12.2,23.2,617,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",14.37,80,15.2,3.3,33.4,3.2,24.7,755,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",24.90,420,7.2,20.8,26.1,4.2,9.0,937,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",12.21,176,19.9,16.9,52.0,9.4,24.3,236,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",28.52,179,17.2,11.3,54.4,2.5,8.8,1028,"natural ingredients","none",false,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",32.12,289,26.2,10.1,35.3,9.2,7.9,704,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",20.55,62,17.4,8.4,20.8,9.9,22.0,63,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",31.87,422,24.8,20.8,24.4,14.8,21.4,472,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",8.78,207,21.9,10.0,36.9,14.0,18.1,60,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",26.53,391,9.9,1.6,19.8,10.1,14.4,282,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",29.12,72,19.8,16.4,35.6,11.3,6.3,993,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",26.60,308,12.2,1.2,42.6,13.6,17.0,102,"natural ingredients","none",false,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",14.24,154,10.0,6.5,26.1,2.1,9.2,623,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",21.85,378,4.3,10.5,39.9,8.5,17.7,1047,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",13.57,191,13.7,11.4,47.4,14.8,14.8,911,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",10.16,59,9.2,2.9,5.4,5.5,20.4,536,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",34.14,184,6.1,10.6,37.5,13.0,16.5,555,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",32.05,254,5.4,20.9,15.8,7.4,4.4,563,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",29.11,242,11.3,3.0,52.8,1.5,4.0,788,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",16.89,160,4.3,3.0,42.7,2.7,3.2,313,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",26.01,114,22.3,13.4,32.8,11.6,7.7,488,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",10.48,198,2.7,2.8,21.6,14.9,20.9,235,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",26.19,380,20.1,16.5,33.1,9.2,6.9,894,"natural ingredients","none",true,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",16.59,150,16.9,10.4,19.0,4.1,22.7,305,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",8.66,342,22.5,7.0,29.6,11.9,21.1,732,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",8.78,188,22.7,10.5,53.9,9.0,1.9,111,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",9.54,254,16.9,13.0,17.7,3.0,15.2,649,"natural ingredients","none",true,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",22.96,406,14.7,15.9,11.5,12.4,23.4,533,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",34.32,381,19.6,5.7,37.3,8.4,22.6,634,"natural ingredients","none",false,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",10.93,53,6.7,6.9,41.7,6.9,5.3,673,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",5.63,342,11.4,16.7,22.2,12.2,10.9,388,"natural ingredients","none",false,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",28.93,97,6.2,15.9,49.4,8.4,7.1,123,"natural ingredients","none",false,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",14.13,209,12.9,16.7,39.5,2.7,23.0,896,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",16.95,179,9.3,20.8,24.4,11.9,18.3,657,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",12.51,370,15.8,5.8,14.4,2.8,5.2,483,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",8.03,185,18.3,9.8,5.1,15.3,9.2,808,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",20.06,84,3.3,10.1,13.2,10.0,10.5,221,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",8.66,253,15.9,11.0,23.1,7.0,5.4,430,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",17.23,105,24.1,9.7,12.9,3.9,23.3,894,"natural ingredients","none",false,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",26.88,225,7.2,13.6,35.0,5.3,25.0,410,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",20.62,181,25.1,9.1,9.8,6.9,3.8,605,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",24.10,281,18.3,5.1,29.7,8.3,9.1,978,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",17.19,328,10.8,19.8,35.0,11.9,5.3,838,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",19.46,246,11.8,9.2,44.9,11.5,3.1,195,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",20.35,386,15.5,3.7,47.8,2.7,10.0,239,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",21.57,203,17.7,14.3,52.4,2.7,21.7,271,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",13.51,333,11.3,13.1,17.0,12.8,21.5,655,"natural ingredients","none",true,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",7.98,449,7.2,12.1,37.9,11.3,1.6,616,"natural ingredients","none",false,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",24.48,91,10.5,17.4,13.9,2.1,12.0,963,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",12.40,181,20.6,9.5,50.2,3.6,20.4,885,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",16.58,218,26.6,18.7,42.8,7.2,7.8,1036,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",7.07,279,11.8,14.6,27.5,12.9,6.8,434,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",7.88,222,16.1,12.6,14.9,4.6,25.2,537,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",26.90,206,5.6,14.9,18.1,6.9,5.8,505,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",30.44,336,7.3,2.1,15.4,8.9,18.5,425,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",23.26,84,19.5,12.4,20.9,6.4,24.8,375,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",9.47,155,2.0,18.3,24.2,6.8,5.8,993,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",8.01,145,8.0,16.5,51.2,3.5,21.8,969,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",23.76,446,14.3,11.8,16.1,4.1,15.1,765,"natural ingredients","none",false,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",31.76,305,17.7,15.7,24.4,14.7,10.9,1018,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",34.97,392,18.0,3.5,24.3,12.0,24.3,604,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",18.59,185,20.0,10.4,54.7,7.0,8.0,659,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",32.96,193,7.6,9.4,54.6,10.3,8.5,476,"natural ingredients","none",true,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",19.68,234,2.0,20.7,39.9,5.8,17.7,122,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",24.93,290,3.6,17.3,25.4,9.7,15.5,235,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",24.94,367,23.0,6.6,46.9,8.9,14.8,275,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",21.42,141,11.1,3.1,20.6,12.2,6.5,127,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",23.90,366,13.8,16.3,51.4,9.5,17.8,528,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",6.00,302,10.6,11.6,30.5,13.3,11.8,331,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",25.40,365,18.5,2.9,27.7,9.2,7.9,866,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",8.11,131,23.1,7.0,33.4,15.0,10.5,543,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",14.00,315,22.2,20.9,17.2,1.5,20.7,410,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",28.31,222,21.9,7.1,28.6,12.4,8.7,197,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",5.98,136,9.2,14.8,19.7,1.2,3.4,179,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",18.68,133,10.3,11.7,34.9,6.0,9.3,781,"natural ingredients","none",false,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",32.79,391,2.1,14.3,49.3,10.4,14.0,197,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",32.71,419,7.7,7.9,48.7,14.9,16.8,380,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",26.81,253,17.6,2.6,7.0,15.7,5.8,400,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",34.68,412,18.9,19.6,27.6,10.8,12.7,704,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",25.31,392,25.8,8.1,11.4,1.4,13.2,781,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",17.93,343,17.5,17.8,21.9,6.6,6.9,79,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",34.36,136,19.6,3.0,29.1,2.5,2.2,346,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",5.54,422,6.4,14.0,26.7,12.8,18.9,139,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",34.96,446,5.3,13.2,21.4,5.9,21.5,265,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",11.94,127,7.4,20.8,40.9,6.5,11.4,746,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",16.76,423,10.7,6.1,31.3,11.6,15.7,687,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",22.89,205,11.5,12.6,21.6,14.3,7.8,318,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",22.42,323,8.6,20.1,25.2,11.4,12.4,446,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",13.28,321,21.5,19.7,21.0,11.9,3.5,179,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",19.17,116,21.5,8.9,40.0,3.0,1.6,1027,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",15.88,114,5.2,11.4,39.1,15.7,5.0,810,"natural ingredients","none",false,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",16.22,416,5.8,1.4,33.8,6.0,4.1,669,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",26.36,179,2.6,13.2,7.1,11.7,23.6,434,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
